ID;Название;Цена;Наличие;;
Ошибка:510;<b>-- лезвия</b>;;;0;
850;Лезвия для педикюра Solingen;16,9;12;20.28;
848;Лезвия для педикюра Titaniya;22,8;16;27.36;
849;Лезвия для педикюра YES;20;0;24;
1638;Станок  для педикюра Titania;33,8;0;40.56;
1558;Станок металлический Сталекс;199;1;238.8;
Ошибка:510;<b>-- лезвия для станков</b>;;;0;
853;Лезвия для педикюра Zinger;19,5;0;23.4;
Ошибка:510;<b>-- накожницы</b>;;;0;
1318;Накожницы Зингер;57,5;0;69;
1476;Накожницы Мастер;75;8;90;
2019;Накожницы Мастер большие, 1 шт;99;2;118.8;
927;Накожницы Сталекс (КМ-00,КМ-01,КМ-03,КМ-04,КМ-06), 1 шт;151;6;181.2;
879;Накожницы Сталекс в кож. чехле проф. (К-01,КЛ-00,КЛ-01, КЛ-02), 1 шт;230;0;276;
Ошибка:510;<b>-- ножницы</b>;;;0;
1890;Ножницы LV, 1шт;26,5;0;31.8;
921;Ножницы Мастер;39;13;46.8;
922;Ножницы Мастер люкс;41;0;49.2;
926;Ножницы Сталекс (Н-01,Н-02,Н-05), 1 шт;65;23;78;
Ошибка:510;<b>-- пинцеты</b>;;;0;
1382;Пинцет для бровей Мастер;25;11;30;
924;Пинцет для бровей Сталекс;30;3;36;
2104;Пинцет для моделирования Сталекс;35;0;42;
1645;Пинцет для ресниц Мастер ;29;0;34.8;
843;Пинцет-ножницы для бровей Salon,1 шт. ;22,1;0;26.52;
Ошибка:510;<b>-- пушеры</b>;;;0;
1573;Петля (пушер) косметологический Мастер;25;2;30;
1411;Пушер 501;64,4;0;77.28;
1550;Пушер Nigelon;39;3;46.8;
1951;Пушер Personal, 1 шт;29;0;34.8;
920;Пушер Мастер;25;0;30;
1674;Пушер Мастер (золото);27;0;32.4;
1980;Пушер металлический с деревянной ручкой, ручной работы, 1 шт.;35;1;42;
1549;Пушер полностью деревянный;15,6;0;18.72;
925;Пушер Сталекс;44;1;52.8;
Ошибка:510;<b>-- станок</b>;;;0;
913;Станок для педикюра железный/металлический Мастер;49;4;58.8;
1011;Станок для педикюра Мастер пластмассовый;35;1;42;
Ошибка:510;<b>-- терки для ног</b>;;;0;
1138;Педикюрная терка двухсторонняя (металл / камень), голубая;16,5;0;19.8;
1218;Терка Nigelon большая четырехугольная;39;10;46.8;
1220;Терка Nigelon овальная эскимо, 1 шт.;35;22;42;
1219;Терка Nigelon, SilStar прямоугольная;28;1;33.6;
2276;Терка деревянная Salon, 1 шт.;35;-1;42;
2220;Терка для педикюра Cuccio (50 сменных абразивов 180 grit и 50 шт 80 grit );399;1;478.8;
1561;Терка для педикюра Лидер;17;0;20.4;
931;Терка керамическая двухсторонняя Nigelon (для педикюра);42;0;50.4;
1481;Терка керамическая черная Nigelon двусторонняя;44;0;52.8;
427;Терка классическая (овальная) Nigelon;30;9;36;
1464;Терка коди для педикюра 80/100;47;0;56.4;
930;Терка лазерная грубая+пилка Nigelon;120;3;144;
934;Терка лазерная полир. больш. Bogema;49;0;58.8;
933;Терка лазерная полиров. мал. Lady Viktory, 1 шт.;49;1;58.8;
932;Терка лазерная средней груб. Nigelon, Salon;81;2;97.2;
1774;Терка Мастер деревянная, 1шт;48;5;57.6;
1590;Терка Сталекс;30;22;36;
935;Терка шлифовочная Mertz;26;0;31.2;
928;Терка шлифовочная деревянная YRE, 1 шт.;35;7;42;
929;Терка шлифовочная пластм. Solinger;10,6;0;12.72;
Ошибка:510;<b>КОСМЕТОЛОГИЯ</b>;;;0;
1858;Антиапельсин антицеллюлитный крем с разогревающим эффектом, 250 мл;95;1;114;
1857;Антиапельсин антицеллюлитный крем с разогревающим эффектом, 500 мл;135;1;162;
1863;Базовое косметическое масло для массажа лица и тела, 200 мл;150;1;180;
1855;Волостоп концентрат для замедления роста волос, 125 мл;65;1;78;
1847;Гель до депиляции трехступенчатый, 250 мл;69;0;82.8;
1848;Гель до депиляции трехступенчатый, 500 мл;93;2;111.6;
1822;Гель-антисептик универсальный для кожи, 350 мл;93;1;111.6;
1825;Гель-эксфолиант зеленый чай, 300 мл;75;2;90;
1830;Гель-эксфолиант зеленый чай, 500 мл;93;0;111.6;
1823;Гель-эксфолиант крем-карамель, 300 мл;75;0;90;
1828;Гель-эксфолиант крем-карамель, 500 мл;93;0;111.6;
1826;Гель-эксфолиант мармелад, 300 мл;75;2;90;
1827;Гель-эксфолиант мармелад, 500 мл;93;0;111.6;
2097;Гель-эксфолиант тропический коктейль, 300 мл;75;0;90;
2098;Гель-эксфолиант тропический коктейль, 500 мл;93;0;111.6;
1824;Гель-эксфолиант яблочный сорбент, 300 мл;75;2;90;
1829;Гель-эксфолиант яблочный сорбент, 500 мл;93;1;111.6;
1641;Игла Видаля Сталекс;60;0;72;
1860;Концентрат антицеллюлитный, 125 мл;125;1;150;
1861;Концентрат лимфодренажный подтягивающий, 125 мл;125;0;150;
1639;Косметологический инструмент ложка УНА Мастер;45;0;54;
1640;Косметологический инструмент ложка УНА Сталекс;65;0;78;
1838;Крем для рук, ногтей и кутикул зеленый чай, 300 мл;93;0;111.6;
1845;Крем для рук, ногтей и кутикул зеленый чай, 500 мл;121;0;145.2;
1841;Крем для рук, ногтей и кутикул крем-карамель, 300 мл;93;1;111.6;
1842;Крем для рук, ногтей и кутикул крем-карамель, 500 мл;121;1;145.2;
1840;Крем для рук, ногтей и кутикул мармелад, 300 мл;93;0;111.6;
1843;Крем для рук, ногтей и кутикул мармелад, 500 мл;121;0;145.2;
1839;Крем для рук, ногтей и кутикул яблочный сорбент, 300 мл;93;1;111.6;
1844;Крем для рук, ногтей и кутикул яблочный сорбент, 500 мл;121;0;145.2;
1896;Крем интенсивный увлажняющий- ваниль/сахар, 42г;68;1;81.6;
1898;Крем интенсивный увлажняющий- гранат/фига, 42г;68;1;81.6;
1897;Крем интенсивный увлажняющий- молоко/мед, 42г;68;1;81.6;
1899;Крем интенсивный увлажняющий- папайя/гуава, 42г;68;1;81.6;
1900;Крем интенсивный увлажняющий- тосканский цитрус, 42г;68;1;81.6;
1819;Крем лимфодренажный с охлаждающим эффектом, 500 мл.;135;0;162;
1849;Крем-бальзам, 250 мл;78;1;93.6;
1837;Крем-маска коллагено-эластиновая зеленый чай, 300 мл;105;1;126;
1831;Крем-маска коллагено-эластиновая зеленый чай, 500 мл;140;0;168;
1835;Крем-маска коллагено-эластиновая крем-карамель, 300 мл;105;1;126;
1834;Крем-маска коллагено-эластиновая мармелад, 300 мл;105;0;126;
1833;Крем-маска коллагено-эластиновая мармелад, 500 мл;140;1;168;
2100;Крем-маска коллагено-эластиновая тропический коктейль, 300 мл;105;1;126;
2099;Крем-маска коллагено-эластиновая тропический коктейль, 500 мл;140;0;168;
1836;Крем-маска коллагено-эластиновая яблочный сорбент, 300 мл;105;0;126;
1832;Крем-маска коллагено-эластиновая яблочный сорбент, 500 мл;140;0;168;
1859;Лимфодренажный крем с охлаждающим эффектом, 250 мл;96;1;115.2;
1821;Маска парафиновая Экспресс-сауна с маслом черного тмина, 300 мл;112;1;134.4;
1820;Маска парафиновая Экспресс-сауна с маслом черного тмина, 500 мл;155;0;186;
1846;Масло после депиляции Tanoya, 250 мл;116;4;139.2;
1866;Масло после депиляции Tanoya, 500 мл;157;1;188.4;
1856;Масло-очиститель для оборудования Tanoya, 500 мл;125;1;150;
1862;Молочко для тела с шелком Tanoya, 250 мл;75;3;90;
1850;Мульти-гель после депиляции Tanoya,  250 мл;75;0;90;
1851;Мульти-гель после депиляции Tanoya, 500 мл;105;2;126;
2285;Очищающий спонж Salon, 1 шт.;18;2;21.6;
2284;Спонж Salon в ассортименте, 1 шт.;22;7;26.4;
1865;Стимулирующее косметическое масло для массажа тела Tanoya, 200 мл;155;2;186;
1853;Флюид после депиляции Tanoya, 250 мл;90;1;108;
1852;Флюид после депиляции Tanoya, 500 мл;125;1;150;
1854;Фолли-доктор концентрат-гель против вросших волос Tanoya, 125 мл;65;2;78;
1864;Энергезирующее косметическое масло для массажа тела Tanoya, 200 мл;155;2;186;
Ошибка:510;<b>-- кисти</b>;;;0;
939;Кисть косметологическая YRE;20;13;24;
Ошибка:510;<b>-- одежда одноразовая</b>;;;0;
1925;Воротник парикмахерский, упаковка 5шт ;70;0;84;
396;Топ для массажа - 12 шт;170;1;204;
953;Трусики женские, узкие, нетканная ткань, 50 шт. в уп.;78;0;93.6;
2012;Шапочка гармошка, 6 шт;15;2;18;
952;Шапочка-гармошка, 100 шт.;85;1;102;
Ошибка:510;<b>-- парафин</b>;;;0;
1288;Парафанго;84,5;0;101.4;
1069;Парафин итальянский, 0.5 кг.;87,1;0;104.52;
1512;Парафин китайский, 450 г.;75;3;90;
1183;Парафин-спрей лаванда;31,2;0;37.44;
1184;Парафин-спрей мята и зеленый чай;31,2;0;37.44;
1185;Парафин-спрей очищенный белый;31,2;0;37.44;
1186;Парафин-спрей персик, 1 шт.;31,2;0;37.44;
Ошибка:510;<b>-- повязки</b>;;;0;
938;Повязка на волосы простая;20;6;24;
936;Повязка на волосы с липучкой;25;3;30;
Ошибка:510;<b>-- простыни одноразовые</b>;;;0;
1188;Чехол на кушетку нетканная ткань;46,8;0;56.16;
Ошибка:510;<b>-- салфетки одноразовые</b>;;;0;
2397;Салфетки безворсовые 5.5*7 см. нарезанные, 1000 шт.;70;2;84;
Ошибка:510;<b>МАКИЯЖ</b>;;;0;
1264;Кисть для макияжа 121 двухсторонняя;22,1;0;26.52;
1263;Кисть для макияжа 531 двухсторонняя;22,1;0;26.52;
1261;Кисть для макияжа 726;18,2;0;21.84;
1262;Кисть для макияжа 811 односторонняя;23,4;0;28.08;
1515;Кисть для румян №703;26,3;0;31.56;
1130;Косметическая кисть, Mai Shani 635, Китай;23,4;0;28.08;
1131;Косметическая кисть, MeiliGirl 230, с щетками;20,8;0;24.96;
1129;Косметичская кисть Malijiaer 621;20,8;0;24.96;
1140;Набо для макияжа (15 шт.) золотой;245,7;0;294.84;
2131;Набор гелей Coco;370;0;444;
1132;Набор губок / спонж YRE (цветные), 4 шт.;9,75;0;11.7;
1134;Набор для макияжа (кисти/инструменты 5шт.), Saphlin;28;0;33.6;
1454;Набор для макияжа 651;38,4;0;46.08;
1136;Набор для макияжа, синий (7 инструментов), Saige 245;44,2;0;53.04;
1127;Очищающий спонж для лица  YRE, 1 шт.;9;0;10.8;
2080;Спонж 2 в 1 косметологический;15;1;18;
1135;"Спонжи/губки 2шт. косметологические, YRE ""колбаса""";10;0;12;
1133;Халат одноразовый косметологический (нетканная ткань);20;1;24;
Ошибка:510;<b>НАРАЩИВАНИЕ РЕСНИЦ</b>;;;0;
2264;Коклюшки для био-завивки ресниц, 2 шт.;15;5;;
2182;Лента под глаза прозрачная Kodi ;27;0;;
2159;Лосьон для био завивки №1,2,3, объем 1,5мл;34;4;;
2199;Лосьон для био завивки №1,2,3, объем 3 мл;64;0;;
2175;Микробраш (100 шт);82;1;;
2157;Набор для завивки ресниц;317;1;;
844;Набор для наращивания ресниц Salon;650;0;780;
1936;Наклейки шелковые под глаза, 25 шт ;31,2;0;37.44;
2177;Патч под глаза без коллагена;21;0;;
2176;Патч под глаза с коллагеном;26;5;;
908;Пластырь для наращивания ресниц (в коробочке);25;0;30;
2183;Плойка Kodi для натуральных ресниц ;151;1;;
2158;Полуперманентная тушь Kodi, 10 г;552;1;;
2146;Ресницы Kodi на планшете;220;5;;
2184;Ресницы Kodi цветные на планшете;248;0;;
2133;Ресницы Sinira;160;0;192;
2262;Ресницы на ленте норка двойные, 1 шт.;152;2;182.4;
2426;Ресницы на планшете Kodi/коди, 1 шт.;85;5;;
2292;Ресницы пучковые Salon, 1шт.;45;0;54;
907;Салфетки под глаза;25;2;30;
Ошибка:510;<b>-- жидкости для снятия ресниц</b>;;;0;
702;Дебондер Salon;81;1;97.2;
2149;Обезжиреватель для ресниц Kodi (Pre-treatment), 15г;121;1;;
1453;Ремувер Ardell (для снятия ресниц);78;0;93.6;
2148;Ремувер гелевый Kodi, 15г;200;-2;;
703;Ремувер гелевый Vivienne;143;0;171.6;
2180;Ремувер для ресниц Kodi на кремовой основе, 15г;207;1;;
Ошибка:510;<b>-- закрепители</b>;;;0;
704;Закрепитель для нарощенных ресниц Vivienne;143;0;171.6;
Ошибка:510;<b>-- инструменты</b>;;;0;
1601;Дартс для ресниц;40;2;48;
1583;Микрощетки для ресниц, 10 шт.;11,7;0;14.04;
1278;Нефритовый камень;54;0;64.8;
2009;Пинцет для наращивания ресниц Kodi прямой, 1 шт;109;1;;
2044;Пинцет для наращивания ресниц Salon ;31,2;0;37.44;
909;Пинцет для наращивания ресниц изогнутый;37;3;44.4;
915;Пинцет для наращивания ресниц прямой;37;1;44.4;
1672;Пластырь для наращивания ресниц (без упаковки);18;2;21.6;
1357;Пластырь для наращивания ресниц Salon;33,2;0;39.84;
2083;Силиконовые подушечки Salon;27;0;32.4;
840;Силиконовые подушечки Vivienne;27;0;32.4;
1553;Щеточка для ресниц односторонняя;7,5;1;9;
Ошибка:510;<b>-- клей</b>;;;0;
748;Клей Ardell черный, прозрачный 3.5 г.;83,2;0;99.84;
1081;Клей Basidan для наращивания рениц 15 ml;114,4;0;137.28;
1230;Клей Salon Ultra для наращивания ресниц;99,8;1;119.76;
697;Клей Vivienne 10 г.;273;0;327.6;
696;Клей Vivienne 5 г.;156;0;187.2;
1902;Клей Vivienne Extra, 5 мл;214,5;0;257.4;
1519;Клей Vivienne Extra, Ultra 10 г.;318,5;0;382.2;
1816;Клей Vivienne S, 10 г.;292,5;0;351;
1872;Клей Бомба (Bomba) Vivienne, 5 мл.;260;0;312;
1107;Клей для наращивания ресниц Lidan (розовая упаковка), 9 г.;58,5;0;70.2;
1052;Клей для наращивания ресниц Salon Standart;127,4;0;152.88;
1709;Клей для наращивания ресниц Салон Salon Premium +;154;1;184.8;
1527;Клей для пучковых Ardelle, 10 мл.;121;0;145.2;
1384;Клей для пучковых ресниц Salon;59;9;70.8;
2147;Клей для ресниц Kodi ( P, P+), 10г ;200;0;;
2179;Клей для ресниц Kodi D++, 10г;131;0;;
2178;Клей для ресниц Kodi U+, U, 3г;96;0;;
841;Клей одноразовый (для цельных ресниц);15;5;18;
753;Клей смола для ресниц Lidan;88,4;0;106.08;
2196;Клей-смола Salon  Magic для наращивания ресниц;98;1;117.6;
1770;Кольца для клея;15;0;18;
2181;Ремувер для ресниц Kodi гелевый Blue, 20г;200;1;;
754;Ресницы цельные китай.;20;9;20;
Ошибка:510;<b>-- обезжириватели</b>;;;0;
701;Обезжириватель Salon;65;0;89;
699;Обезжириватель Vivienne;130;1;156;
700;Обезжириватель китайский;25;0;30;
Ошибка:510;<b>-- праймеры</b>;;;0;
698;Праймер Vivienne;107;1;128.4;
2164;Праймер для ресниц Kodi, 15г;128;1;;
Ошибка:510;<b>-- ресницы карнавальные</b>;;;0;
1054;Ресницы цельные праздничные перья;45;5;;
Ошибка:510;<b>-- ресницы по-штучно</b>;;;0;
2156;Ресницы Kodi в баночке;110;0;;
839;Ресницы Lidan;45,5;0;54.6;
705;Ресницы Salon;36;24;43.2;
1599;Ресницы Salon Premium;47;15;56.4;
2198;Ресницы Salon на планшете (растяжки) ;140;0;168;
1895;Ресницы Vivienne мега банка, 1шт;292,5;0;351;
1053;Ресницы Корея баночка подсолнух;32,5;0;39;
1430;Ресницы на ленте Vivienne;286;0;343.2;
1429;Ресницы на ленте Vivienne цветные;312;0;374.4;
1992;Ресницы на планшете Mink Mileo, 1шт.;130;1;156;
695;Ресницы по-штучно Vivienne;71,5;0;85.8;
Ошибка:510;<b>-- ресницы пучковые</b>;;;0;
749;Ресницы Ardell пучковые;69;3;82.8;
2036;Ресницы Cala пучковые;56,6;1;67.92;
750;Ресницы Garden пучковые;49;4;58.8;
1422;Ресницы на ленте кит.;62;3;74.4;
755;Ресницы пучковые китай. MaxFactor;42;3;50.4;
Ошибка:510;<b>-- ресницы цельные</b>;;;0;
1396;Ресницы цельные Ardell;16,5;6;;
1054;Ресницы цельные праздничные перья;45;5;;
1280;Ресницы цельные со стразами;15;0;;
Ошибка:510;<b>НАСАДКИ НА ФРЕЗЕРЫ</b>;;;0;
1076;Мандрел (резиновый купол все размеры, металлический цилиндр);35;16;42;
1222;Набор для педикюра (5 насадок);65;0;;
1413;Набор насадок для педикюра (7 шт.);364;0;;
1484;Набор педикюр мандрел+3 барабана (18 мм);83,2;0;;
1093;Насадка для педикюра - пемза;47;2;;
1091;Насадка керамическая большая (розовая, голубая, белая), 1шт.;40;4;;
1092;Насадка керамическая малая (белая, розовая, синяя), 1 шт.;25;5;;
2286;Насадка полировочная, 1 шт.;45;6;;
1977;Насадка полировщик фетровый, 1 шт;32,5;0;;
1305;Насадка силиконовая для полировки;67;0;67;
2419;Насадка-диск, для снятия ногтей, 1 шт.;50;2;;
1927;Насадка-колесо полировочное из замши, 1шт ;65;0;;
1928;Насадка-щетка для чистки насадок, 1шт ;31;12;;
975;Щетка для чистки насадок;50;0;60;
2314;Щетка для чистки насадок, 1 шт.;26;0;;
Ошибка:510;<b>-- алмазные боры</b>;;;0;
1075;Алмазные боры (насадка с насечкой),  более 5мм (диаметр) ;27;74;27;
2029;Набор насадок для фрезера (6 в 1), 1 шт;47;2;56.4;
2129;Фольга цветные изображения LV;3,5;0;4.2;
Ошибка:510;<b>-- алмазные фрезы</b>;;;0;
1095;Алмазная фреза золотая (насадка);15,6;0;18.72;
1745;Насадка алмазная Маникюрия;107,9;0;129.48;
1894;Насадка для педикюра алмазная Salon, 1шт;312;1;374.4;
1743;Насадка твердосплавная узкая;75;0;90;
2203;Насадка узкая золотая Salon,1 шт.;142;0;170.4;
1098;Твердосплавная фреза (серебр. металл);94,5;42;95;
866;Твердосплавная фреза ЗОЛОТИСТАЯ (насадка);80;4;96;
1790;Фреза алмазная для педикюра, 1шт;312;0;374.4;
2197;Фреза твердосплавная золотая Salon ;142;0;170.4;
Ошибка:510;<b>-- шлифовочные барабаны</b>;;;0;
1513;Набор для педикюра мандрел+3 барабана (15 мм);70,2;0;84.24;
2065;Набор шлифовочных барабанов Salon (3шт) для педикюра диаметром 13мм      ;33;8;39.6;
2231;Набор шлифовочных барабанов Salon диаметром 16,18 мм, 3 шт.;42,3;4;50.76;
1771;Набор шлифовочных барабанов для педикюра диам.13мм(мандрел+11шлиф.барабанов);154;2;184.8;
1772;Набор шлифовочных барабанов для педикюра диам.16мм(мандрел+11шлиф.барабанов);160;2;192;
1077;Набор шлифовочных барабанов(4шт) для педикюра +мандрел;134;0;160.8;
2064;Набор шлифовочных барабанов, 10 шт;15;5;18;
2042;Набор шлифовочных барабанов, 100 шт (упаковка);70;0;84;
1099;Насадка для педикюра мандрел+шлиф.барабан (из набора);39;0;46.8;
1517;Насадка педикюр КОМПОЗИТ;40;0;48;
865;Шлифовочные барабаны;1,3;0;1.56;
973;Шлифовочные барабаны для педикюра диам. 4 мм.;2,6;0;3.12;
974;Шлифовочные барабаны для педикюра диам. 8 мм;7,8;0;9.36;
972;Шлифовочные барабаны для педикюра диам.10 мм;12;10;14.4;
971;Шлифовочные барабаны для педикюра диам.12 мм. ;12;0;14.4;
1034;Шлифовочные барабаны для педикюра диаметр 18 мм, 1 шт.;20;-1;24;
2225;Шлифовочные барабаны для педикюра диаметром 13 мм.;20;9;24;
Ошибка:510;<b>СРЕДСТВА ДЛЯ МАНИКЮРА</b>;;;0;
2389;            Gena Callus Off Средство для удаления мозолей ремувер, 118 мл.;201,6;1;;
2400;Dry Heel Eliminator, 15 мл.;42;1;;
441;Total manicure Стимулятор роста ногтей  nail growth stimulator, 15мл;58;1;;
1946;Антифунгус Salon, 1 шт;78;0;;
736;"Ацетон ""Ноготок"" 1 л.";75;0;78;
1628;Ацетон Ноготок, 50 мл.;10;0;;
784;Ацетон Фурман в стекле 115 мл.;15;3;;
737;"Безацетоновая смывка ""Ноготок"" 1 л.";75;2;78;
2371;Гель-пилинг НФ (щелочная), 1000 мл.;304;1;;
1629;Жидкость без ацетон без дозатора, 220 мл;20;0;;
461;Жидкость для безопасного маникюра, 60 мл (Cuticle Eliminator);179;2;;
463;Жидкость для безопасного педикюра 120мл (callus eliminator);339,8;0;;
462;Жидкость для безопасного педикюра 30мл (callus eliminator);125;3;;
2324;Жидкость для остановки кровотечения INFA-LAB, 15 мл. ;66;2;;
446;Жидкость для размягчения и удаления кутикулы, 180г, Blue Cross;150,1;0;;
447;Жидкость для размягчения и удаления кутикулы, 480г, Blue Cross;316,85;0;;
1948;Крем для полировки ногтей, 1 шт;45,5;0;;
640;Кровоостанавливающий карандаш;55;4;;
738;Масло Jerden;16;9;19.2;
2002;Противогрибковый раствор Kodi, спрей 200 мл ;240;0;;
2212;Разбавитель лака DB, 10 мл.;35;0;;
1432;Разбавитель лака SW, 40 мл.;25;9;;
1291;Разбавитель лака, 1 л.;75;0;;
2370;Средство для размягчения кутикулы НФ, 250 мл.;98;2;;
2367;Средство для укрепления ногтей MyNail, 15 мл.;37;9;;
439;Укрепитель ногтей с содержанием витамина Е и Кальция, 15мл;58;-2;;
2003;Фольга трансферная маленькая, 1 шт;10;0;;
438;﻿Yello-Out - Средство для устранения желтизны, 15мл;58;0;;
464;﻿Средство для смягчения и удаления кутикул, 15 мл;82;0;;
Ошибка:510;<b>-- масло для кутикул</b>;;;0;
740;Масло Salon;35;28;42;
813;Масло YRE, 15 мл.;19,5;0;;
905;Масло в ручке EzFlow;28,6;0;;
1719;Масло для кутикулы c сухоцветами;42;1;;
2001;Масло для кутикулы Kodi в ассортименте, 15 мл ;75;0;;
1943;Масло-карандаш для кутикулы Lady Victory, 1 шт;28;0;33.6;
Ошибка:510;<b>-- размягчение кутикулы</b>;;;0;
2365;Callus Remover Extreme Floral ремувер для педикюра, 1 галлон.;404;1;;
2272;Гель для удаления кутикулы db/дар блю, 10ml;36;3;;
1555;Жидкость для безопасного маникюра, 30 мл (Cuticle Eliminator);125;3;;
741;Кутик ремовер Kodi (коди), для удаления кутикулы, 15 мл.;41;0;;
1622;Ремувер для педикюра EniLux , 236 мл.;198;0;;
1621;Ремувер для педикюра EniLux , 472 мл.;373,5;0;;
1620;Ремувер для педикюра EniLux, 118 мл.;132;0;;
1444;Ремувер для размягчения кутикулы CND, 177 мл.;162,5;0;;
1385;Ремувер, гель для удаления кутикулы Jerden;16;0;;
1522;Средство для размягчения педикюр Callus Remover, 30 мл. ;64,4;0;;
1602;Средство для размягчения педикюра Callus Premium, 118 мл.;108,9;0;;
2327;Средство для удаления кутикулы MyNail Cuticle Remover, 15 мл.;37;5;;
Ошибка:510;<b>-- сушки, закрепители</b>;;;0;
993;IBD сушка для лака air dry top coat, 15 мл;84,5;0;;
2209;Le Poli оптимальный уход (витаминный бальзам), 12 мл.;24;0;;
2210;Le Poli оптимальный уход (крем для удаления кутикулы), 12 мл.;24;0;;
2211;Le Poli оптимальный уход (оптимальный рост), 12 мл.;24;0;;
742;Быстрая сушка Kodi Quik Dry;39;0;;
1055;Диамантовый щит, 15 мл.;78,65;0;;
1056;Диамантовый щит, 75 мл.;195;2;;
1267;Жемчужный блеск Jerden;16;11;19.2;
1695;Закрепитель кальциеввая терапия Дар Блю / db;36;10;43.2;
990;Закрепитель неоновый Jerden;16;-1;19.2;
733;Закрепитель сушка Jerden;16;10;19.2;
989;Закрепитель ультра блеск Jerden;16;20;19.2;
1747;комплекс Наоми для натуральных ногтей;41;2;49.2;
1007;Матовая база Jerden, 15 мл.;16;7;19.2;
1976;Матовый финиш Salon,  1 шт;155;0;186;
818;Разбавитель лака Jerden, 16мл;12,5;7;15;
1287;Сушка для лака Умная эмаль (капли), 15 мл.;45,5;0;;
1223;Сушка для ногтей Irma;10,4;0;;
1950;Сушка капельная Дар Блю, 1 шт;67;1;;
1286;Сушка-спей для лака, 125 мл.;78;0;;
1937;Сушка-спрей для лака Salon, 1 шт;84,5;0;;
Ошибка:510;<b>СРЕДСТВА ДЛЯ ПОКРАСКИ БРОВЕЙ</b>;;;;
2202;Бальзам Kodi для бровей и ресниц, 5 мл;51;1;;
2200;Оксидант 3% Kodi (для краски для бровей и ресниц), 50 мл;46;4;;
1113;Оксидант 3%, Refecto Cil, 50 мл.;37,5;0;;
Ошибка:510;<b>-- краска для бровей</b>;;;;
2201;Краска Kodi для бровей и ресниц;74;6;;
1570;Краска для бровей Refecto Cil №2;74;0;;
2047;Краска для бровей Refectocil, 4 (каштановый);75;2;90;
1112;Краска для бровей и ресниц, черная, Meister;46,8;0;;
Ошибка:510;<b>ХЗ</b>;;;0;
1359;Воротничок парикмахерский;15;5;18;
2160;Заточка инструмента;100;0;120;
2043;Каталог дизайнов Мирошниченко;205;0;246;
1090;Краска для бровей Refectocil, 1 (черный глубокий);76;0;90;
1104;Краска для бровей Refectocil, 1.1 (графит);76;2;90;
1103;Краска для бровей Refectocil, 3 (коричневый натуральный);76;0;90;
1105;Краска для бровей Refectocil, 3.1 (коричневый светлый);76;1;90;
2033;Пинцет для бровей Lady Victory, 1 шт;16;1;19.2;
1142;Хна коричневая 25г (для тела);130;0;;
1141;Хна коричневая 50г (для тела);195;1;;
1531;Хна красная для тела, 25 г;103;0;;
1102;Хна черная 25 г (для тела);130;0;;
1101;Хна черная 50 г (для тела);195;0;;
1530;Хна черная, коричневая для тела, 12 г;54;0;;
540;﻿Антифунгус капли Healthy Nails, 15 мл;154,7;0;;
Ошибка:510;<b>ДИЗАЙН</b>;;;;
2303; Наклейки Slider фольгированные на весь ноготь, 1 шт. ;15;27;;
2409;Акриловая краска YRE, 1 шт.;12;11;;
1436;Бархат;13,3;0;;
1575;Бархат, кашемир;26,6;0;;
706;Бульонки в пробирке;12;28;;
691;Витражная краска;15;0;23;
723;Декор бусы в баночке;16;2;;
1028;Декор жемчуг в пакете;3,33;0;;
807;Декор сердца ;16;0;;
1428;Декор цветочки;9,31;0;;
1497;Диски для стемпинга;80;13;;
2313;Диски Конад, 1 шт.;80;12;;
731;Жемчуг в баночке;12,5;28;;
1460;Жемчуг в пробирке;11;11;;
656;Жидкая слюда;20;86;;
806;Зайцы плейбой;16;0;;
2128;Камни 6 шт в пакете;14,5;0;;
815;Клей для глиттер-тату (краска для тела);30;0;;
1584;Крем-краска для тату черная henna body;71,5;0;;
2316;Лак для стемпинга Конад, 11 мл.;80;1;;
1457;"Лак с тонкой кистью ""Акварель""";8;0;;
707;Лак-ручка;16;0;;
674;Линза Salon;20;0;;
2309;Набор для стемпинга Конад, 1 шт.;440;0;;
2312;Набор конад двустронний штамп+скарпер, 1 шт.;100;1;;
2311;Набор Конад штамп+скарпер, 1 шт.;80;3;;
2304;Наклейки Nail Fols, 1 шт.;21;2;;
721;Нити;4,55;0;;
725;Опал Kodi;57,2;0;;
729;Органза NW;12;0;;
689;Пигмент YRE;8;0;;
690;Пигмент квадр. баночка;12;0;;
1378;Пирсинг в ноготь (6 шт.);6,65;0;;
2108;Пыль Emi ;19;1;;
722;Сердца Miss-Kiss;8,45;0;;
805;Стекляриус;13;0;;
831;Стемпинг (3 предмета), 1 шт.;22;8;26.4;
2230;Стемпинг YRE (2предмета), 1 шт.;35;7;42;
1392;Стразы Swarovski (14, 16 цветные, cristal, AB), 20 шт.;25;9;;
1766;Стразы Swarovski (3 - AB; 3,5,7 цветные), 50 шт,;37.5;;
2161;Стразы Swarovski 1440 шт №3, упаковка;815;0;;
2037;Стразы Swarovski 1440 шт №5, упаковка;696,96;0;;
665;Стразы Swarovski 3,5,7 Cristal 5,7,8 AB, 50 шт.;32;1;;
2216;Стразы Swarovski квадратные (cristal, AB), 10 шт;20;9;;
2238;Стразы Swarovsky цветные, 100 шт.;75;87;;
2082;Стразы в упак. 1440 шт. (фольгированный пакет);155;4;;
2081;Стразы в упак. стекло 1440 шт.;256,5;8;;
